937	777	937,1718,2066
937	778	937
937	779	937,1718
937	780	937
942	781	942
942	782	942
942	783	942
942	784	942
942	785	942
942	786	942
942	787	942
942	788	942
942	789	942
942	790	942
942	791	942
944	792	944
944	793	944
944	794	944,1312
944	795	944
945	796	945
945	797	945
945	798	945
945	799	945
946	800	946,1439,1823
955	801	955
958	802	958,1345,2817
958	803	958
958	804	958
958	805	958,1630,2019,2817,3126
962	806	962
962	807	962,3517
962	808	962
962	809	962
962	810	962
962	811	962
962	812	962
967	813	967,2858
969	814	969,1673
971	815	971,2361,3135,3156,3157,3160
971	816	971
971	817	971
973	818	973,1021
974	819	974,1646,2832
974	820	974
974	821	974
974	822	974
974	823	974
974	824	974
974	825	974
974	826	974,988,1703,2232,2233,2235
974	827	974
974	828	974
974	829	974
974	830	974
974	831	974
974	832	974
974	833	974,1116
974	834	974,1042
974	835	974
978	836	978
978	837	978,1042
987	838	987,2961
987	839	987
987	840	987,2960,2961
988	841	988,2235
988	842	988
989	843	989
994	844	994,1049
994	845	994
994	846	994
994	847	994,1049
994	848	994
995	849	995,2079
995	850	995,1351
997	851	997,3340,3360,3361
997	852	997,3340,3361
997	853	997,3340
1000	854	1000
1000	855	1000
1005	856	1005,2072
1005	857	1005
1008	858	1008
1015	859	1015
1015	860	1015
1020	861	1020
1020	862	1020,1282
1020	863	1020
1020	864	1020
1020	865	1020
1020	866	1020
1021	867	1021,3573
1021	868	1021
1021	869	1021
1021	870	1021
1021	871	1021
1024	872	1024
1024	873	1024
1025	874	1025
1025	875	1025,1919,2067,3550
1025	876	1025
1025	877	1025
1025	878	1025,2067,2069,3550
1031	879	1031
1031	880	1031
1031	881	1031
1032	882	1032,3522,3523,3524
1032	883	1032,3520
1032	884	1032
1032	885	1032,2791
1032	886	1032
1032	887	1032
1032	888	1032
1038	889	1038
1040	890	1040
1042	891	1042,2217
1042	892	1042
1048	893	1048,2490
1048	894	1048
1048	895	1048
1048	896	1048,2490
1048	897	1048,2490
1048	898	1048,2490
1049	899	1049,1905
1049	900	1049
1049	901	1049
1049	902	1049
1052	903	1052
1052	904	1052,1175
1052	905	1052,1174,1926
1056	906	1056
1060	907	1060
1060	908	1060,1526
1063	909	1063
1063	910	1063
1063	911	1063
1063	912	1063
1066	913	1066
1066	914	1066
1066	915	1066
1066	916	1066
1067	917	1067,1645,2326
1067	918	1067,2326
1067	919	1067,2250
1067	920	1067
1067	921	1067,2250
1070	922	1070
1070	923	1070
1070	924	1070
1070	925	1070,2957,3232
1073	926	1073
1073	927	1073
1081	928	1081,1429,3207,3210,3215
1081	929	1081,1137
1081	930	1081
1086	931	1086,1189,1203,1230,1546
1086	932	1086
1086	933	1086,3565
1086	934	1086
1086	935	1086
1086	936	1086
1086	937	1086
1093	938	1093
1093	939	1093,2109,2904
1093	940	1093,1266,2805,2806
1093	941	1093
1105	942	1105
1105	943	1105
1105	944	1105,1277,3661
1105	945	1105,1536
1105	946	1105
1106	947	1106
1106	948	1106
1106	949	1106
1106	950	1106
1106	951	1106
1106	952	1106
1106	953	1106
1108	954	1108,3304
1108	955	1108
1108	956	1108
1116	957	1116,2233
1116	958	1116,1646,1729
1120	959	1120
1120	960	1120
1120	961	1120,1245
1120	962	1120
1120	963	1120,1245
1127	964	1127
1127	965	1127
1127	966	1127
1127	967	1127
1127	968	1127
1127	969	1127
1130	970	1130
1130	971	1130,1131
1130	972	1130
1130	973	1130
1131	974	1131
1131	975	1131
1138	976	1138
1138	977	1138
1138	978	1138
1138	979	1138
1138	980	1138
1139	981	1139,1140
1144	982	1144
1144	983	1144
1144	984	1144
1144	985	1144
1144	986	1144
1144	987	1144
1147	988	1147
1150	989	1150
1150	990	1150,1650,3707,3708,3710,3711,3803
1150	991	1150,3707,3778
1167	992	1167,2301
1168	993	1168
1168	994	1168
1168	995	1168
1168	996	1168
1169	997	1169
1174	998	1174
1174	999	1174
1174	1000	1174
1174	1001	1174
1175	1002	1175
1175	1003	1175
1176	1004	1176,1488
1176	1005	1176
1181	1006	1181
1181	1007	1181
1181	1008	1181
1183	1009	1183
1186	1010	1186
1186	1011	1186,1203
1186	1012	1186,1203
1186	1013	1186
1187	1014	1187
1187	1015	1187
1187	1016	1187
1187	1017	1187
1187	1018	1187
1188	1019	1188
1188	1020	1188
1188	1021	1188
1189	1022	1189
1189	1023	1189,1714
1191	1024	1191
1191	1025	1191
1191	1026	1191,3139
1191	1027	1191
1192	1028	1192
1192	1029	1192
1193	1030	1193
1193	1031	1193,1410
1196	1032	1196,1283,1297
1196	1033	1196
1196	1034	1196
1197	1035	1197
1197	1036	1197
1197	1037	1197
1203	1038	1203
1203	1039	1203
1203	1040	1203
1203	1041	1203
1212	1042	1212
1212	1043	1212
1212	1044	1212
1212	1045	1212
1212	1046	1212
1215	1047	1215,1217
1215	1048	1215
1215	1049	1215
1215	1050	1215
1215	1051	1215
1217	1052	1217
1217	1053	1217
1218	1054	1218,1221,1225
1222	1055	1222,1420
1230	1056	1230
1230	1057	1230,2154,2155
1230	1058	1230
1230	1059	1230
1231	1060	1231
1231	1061	1231
1231	1062	1231
1236	1063	1236
1236	1064	1236
1236	1065	1236
1236	1066	1236
1237	1067	1237,1289,2823
1237	1068	1237
1237	1069	1237
1238	1070	1238
1238	1071	1238
1238	1072	1238
1239	1073	1239
1239	1074	1239
1239	1075	1239
1239	1076	1239
1239	1077	1239,3340
1240	1078	1240,1604,3706
1240	1079	1240
1240	1080	1240,3263
1241	1081	1241
1242	1082	1242,1252
1242	1083	1242,1315
1242	1084	1242
1242	1085	1242
1244	1086	1244
1244	1087	1244
1244	1088	1244
1244	1089	1244
1245	1090	1245
1246	1091	1246,3240
1253	1092	1253
1253	1093	1253
1253	1094	1253
1253	1095	1253
1256	1096	1256,1273
1256	1097	1256
1256	1098	1256
1256	1099	1256
1258	1100	1258
1258	1101	1258
1258	1102	1258
1258	1103	1258
1258	1104	1258
1258	1105	1258
1258	1106	1258
1258	1107	1258
1258	1108	1258
1258	1109	1258
1258	1110	1258
1258	1111	1258
1258	1112	1258
1258	1113	1258
1261	1114	1261
1261	1115	1261,2821,2822
1261	1116	1261,1280
1261	1117	1261,1280,2822,3561
1261	1118	1261
1262	1119	1262
1262	1120	1262
1262	1121	1262
1263	1122	1263
1263	1123	1263
1263	1124	1263
1266	1125	1266,1301
1266	1126	1266
1266	1127	1266
1266	1128	1266,2805
1266	1129	1266,1650
1266	1130	1266
1266	1131	1266
1269	1132	1269
1270	1133	1270
1272	1134	1272
1273	1135	1273,1307,1324
1273	1136	1273,1277,2363
1273	1137	1273,1277,2365
1276	1138	1276
1276	1139	1276
1276	1140	1276
1277	1141	1277
1277	1142	1277
1277	1143	1277
1279	1144	1279
1279	1145	1279
1279	1146	1279
1279	1147	1279
1279	1148	1279
1279	1149	1279
1280	1150	1280
1280	1151	1280
1282	1152	1282
1282	1153	1282,1720,2235,3646
1282	1154	1282
1283	1155	1283
1283	1156	1283
1284	1157	1284,1301,3539
1284	1158	1284
1284	1159	1284
1284	1160	1284
1285	1161	1285
1285	1162	1285
1285	1163	1285
1287	1164	1287
1287	1165	1287
1287	1166	1287,2368,2957
1289	1167	1289,1989
1290	1168	1290
1290	1169	1290
1290	1170	1290
1290	1171	1290
1290	1172	1290
1290	1173	1290
1291	1174	1291,1724
1291	1175	1291,1350,2145
1291	1176	1291
1292	1177	1292,1360,1397,2190
1292	1178	1292,1360,1397,2190
1293	1179	1293
1293	1180	1293
1293	1181	1293
1293	1182	1293
1293	1183	1293
1297	1184	1297
1298	1185	1298
1298	1186	1298
1298	1187	1298
1298	1188	1298
1299	1189	1299
1299	1190	1299
1301	1191	1301
1301	1192	1301,3717,3719
1302	1193	1302,1313,1344
1302	1194	1302
1302	1195	1302
1302	1196	1302,1673,3275
1302	1197	1302,1311,1654,3809
1304	1198	1304
1304	1199	1304
1304	1200	1304
1307	1201	1307
1307	1202	1307,1324
1311	1203	1311
1311	1204	1311
1312	1205	1312
1312	1206	1312,1918
1312	1207	1312,1915,1918,2640
1312	1208	1312
1313	1209	1313,1754
1313	1210	1313,2016
1313	1211	1313
1313	1212	1313
1315	1213	1315,1350,2956,2957
1315	1214	1315
1315	1215	1315
1316	1216	1316
1316	1217	1316,1686
1316	1218	1316
1316	1219	1316
1321	1220	1321
1321	1221	1321
1321	1222	1321
1324	1223	1324
1324	1224	1324
1326	1225	1326
1326	1226	1326,1373
1327	1227	1327,1338,1365,1922,2651,2961
1327	1228	1327
1327	1229	1327,1338
1327	1230	1327,2235
1327	1231	1327
1337	1232	1337,1345
1337	1233	1337,1345
1337	1234	1337
1338	1235	1338
1344	1236	1344
1344	1237	1344,1944
1344	1238	1344
1345	1239	1345
1347	1240	1347
1347	1241	1347
1347	1242	1347
1350	1243	1350
1350	1244	1350
1351	1245	1351
1351	1246	1351
1351	1247	1351
1351	1248	1351
1351	1249	1351,1353,2951
1351	1250	1351
1351	1251	1351
1351	1252	1351
1351	1253	1351
1351	1254	1351
1352	1255	1352,2077,3000
1352	1256	1352,1368
1352	1257	1352,1863
1352	1258	1352
1353	1259	1353,3708
1353	1260	1353
1353	1261	1353
1355	1262	1355
1355	1263	1355
1355	1264	1355,3679
1355	1265	1355,2546
1356	1266	1356
1356	1267	1356
1356	1268	1356,1442,1549,1989,1992,1996,3502,3503,3508
1356	1269	1356
1356	1270	1356
1357	1271	1357
1357	1272	1357
1357	1273	1357
1357	1274	1357,3262
1357	1275	1357
1358	1276	1358
1358	1277	1358,1395
1358	1278	1358
1358	1279	1358
1358	1280	1358,1395
1359	1281	1359
1360	1282	1360,1397
1366	1283	1366
1366	1284	1366
1366	1285	1366
1366	1286	1366
1367	1287	1367
1368	1288	1368,3275
1368	1289	1368
1369	1290	1369,1384
1369	1291	1369,1384
1369	1292	1369
1369	1293	1369,1384
1369	1294	1369,1384
1369	1295	1369,1384
1369	1296	1369,1384
1370	1297	1370,2077
1370	1298	1370
1371	1299	1371,2003
1371	1300	1371,2003
1372	1301	1372
1372	1302	1372
1372	1303	1372
1373	1304	1373
1374	1305	1374
1374	1306	1374
1374	1307	1374
1374	1308	1374
1377	1309	1377
1380	1310	1380
1380	1311	1380
1380	1312	1380,1398
1380	1313	1380
1381	1314	1381
1381	1315	1381
1381	1316	1381
1383	1317	1383
1383	1318	1383
1383	1319	1383
1383	1320	1383
1383	1321	1383
1383	1322	1383
1383	1323	1383
1384	1324	1384
1386	1325	1386
1386	1326	1386,2029
1386	1327	1386,2029
1386	1328	1386
1386	1329	1386,2035
1386	1330	1386
1386	1331	1386
1387	1332	1387
1387	1333	1387
1387	1334	1387
1388	1335	1388
1388	1336	1388
1388	1337	1388
1388	1338	1388
1389	1339	1389
1389	1340	1389
1389	1341	1389
1389	1342	1389
1389	1343	1389
1389	1344	1389
1390	1345	1390
1390	1346	1390
1390	1347	1390
1391	1348	1391
1393	1349	1393
1393	1350	1393
1393	1351	1393
1393	1352	1393,2813
1393	1353	1393
1393	1354	1393
1393	1355	1393
1395	1356	1395
1395	1357	1395
1395	1358	1395,1590
1398	1359	1398
1398	1360	1398
1398	1361	1398
1398	1362	1398
1398	1363	1398
1398	1364	1398
1398	1365	1398
1402	1366	1402,1407
1402	1367	1402
1405	1368	1405
1405	1369	1405
1406	1370	1406
1406	1371	1406
1406	1372	1406
1407	1373	1407
1408	1374	1408
1408	1375	1408
1408	1376	1408
1408	1377	1408
1410	1378	1410
1410	1379	1410
1412	1380	1412
1412	1381	1412
1418	1382	1418,1604,1971
1418	1383	1418
1418	1384	1418
1424	1385	1424,3530
1424	1386	1424
1426	1387	1426
1426	1388	1426
1428	1389	1428
1428	1390	1428
1428	1391	1428
1428	1392	1428
1428	1393	1428
1429	1394	1429
1429	1395	1429
1432	1396	1432
1432	1397	1432
1432	1398	1432
1432	1399	1432,1546
1432	1400	1432
1433	1401	1433
1433	1402	1433
1433	1403	1433
1433	1404	1433,1894
1433	1405	1433
1433	1406	1433
1433	1407	1433
1433	1408	1433
1436	1409	1436
1436	1410	1436,1480,2734
1436	1411	1436
1437	1412	1437
1437	1413	1437
1438	1414	1438
1439	1415	1439,2193
1440	1416	1440
1442	1417	1442,2522
1444	1418	1444,1445,1575
1445	1419	1445,1757
1445	1420	1445
1447	1421	1447
1447	1422	1447
1447	1423	1447
1447	1424	1447
1452	1425	1452
1452	1426	1452
1452	1427	1452
1452	1428	1452
1457	1429	1457,1459
1457	1430	1457
1457	1431	1457,1459,1461,3594
1459	1432	1459
1459	1433	1459,1461,3594
1461	1434	1461,3594
1462	1435	1462
1462	1436	1462
1465	1437	1465
1472	1438	1472
1472	1439	1472
1477	1440	1477
1477	1441	1477
1477	1442	1477
1477	1443	1477
1480	1444	1480
1480	1445	1480
1480	1446	1480
1480	1447	1480
1480	1448	1480
1480	1449	1480
1488	1450	1488
1488	1451	1488
1489	1452	1489
1489	1453	1489
1489	1454	1489
1489	1455	1489
1492	1456	1492
1492	1457	1492
1492	1458	1492
1492	1459	1492
1493	1460	1493
1493	1461	1493
1493	1462	1493,1496
1493	1463	1493
1496	1464	1496
1496	1465	1496
1496	1466	1496
1496	1467	1496
1496	1468	1496,2413
1501	1469	1501
1502	1470	1502
1502	1471	1502
1505	1472	1505,2968
1505	1473	1505,2968
1508	1474	1508,1510
1508	1475	1508,1509,2079
1508	1476	1508,1511,3686
1509	1477	1509
1510	1478	1510
1510	1479	1510
1510	1480	1510
1511	1481	1511,2659,3685
1511	1482	1511,2659,3087,3685
1511	1483	1511
1513	1484	1513,2948
1513	1485	1513,1846
1513	1486	1513
1514	1487	1514,2653,2775
1514	1488	1514,2653
1514	1489	1514,2653
1514	1490	1514
1523	1491	1523
1523	1492	1523
1523	1493	1523
1523	1494	1523
1523	1495	1523
1524	1496	1524
1525	1497	1525
1525	1498	1525
1530	1499	1530,1532,1534
1530	1500	1530,1534
1530	1501	1530
1530	1502	1530
1530	1503	1530,1532,1534
1530	1504	1530,2038
1530	1505	1530
1530	1506	1530,1534
1530	1507	1530
1534	1508	1534
1534	1509	1534
1534	1510	1534
1535	1511	1535
1536	1512	1536
1536	1513	1536
1536	1514	1536,3164,3167
1536	1515	1536,3168
1537	1516	1537,1540
1540	1517	1540
1540	1518	1540
1540	1519	1540
1540	1520	1540
1540	1521	1540
1540	1522	1540
1544	1523	1544
1544	1524	1544,1545
1545	1525	1545
1545	1526	1545
1546	1527	1546
1546	1528	1546
1546	1529	1546
1546	1530	1546
1546	1531	1546
1546	1532	1546
1551	1533	1551
1551	1534	1551
1551	1535	1551
1553	1536	1553
1553	1537	1553
1553	1538	1553
1554	1539	1554
1554	1540	1554
1555	1541	1555
1556	1542	1556,1557,1558
1556	1543	1556
1556	1544	1556
1556	1545	1556
1556	1546	1556
1556	1547	1556
1556	1548	1556,1558
1557	1549	1557
1557	1550	1557
1557	1551	1557
1558	1552	1558
1558	1553	1558
1558	1554	1558
1558	1555	1558
1558	1556	1558,1590
1558	1557	1558
1558	1558	1558,1705
1558	1559	1558
1563	1560	1563
1563	1561	1563
1563	1562	1563
1563	1563	1563
1568	1564	1568
1568	1565	1568
1568	1566	1568
1568	1567	1568
1573	1568	1573
1574	1569	1574
